ExperimentNumber,NumberOfNodes,TrainingPeriods,PreShockRounds,TieBenefit,TriangleBenefit,SpilloverBenefit,PreShockCost,PostShockCost,NumberNodesShocked,PointsMultiplier,Period,ActivePlayer,PlayerName,Shocked,Profit,PlayerConnectedToLayer-1_Node1,PlayerConnectedToLayer-1_Node2,PlayerConnectedToLayer-1_Node3,PlayerConnectedToLayer-1_Node4,PlayerConnectedToLayer-1_Node5,PlayerConnectedToLayer-1_Node6,PlayerConnectedToLayer-2_Node1,PlayerConnectedToLayer-2_Node2,PlayerConnectedToLayer-2_Node3,PlayerConnectedToLayer-2_Node4,PlayerConnectedToLayer-2_Node5,PlayerConnectedToLayer-2_Node6,gender,year,major
1,6,2,12,1.0,0.9,0.3,0.6,0.6,0,0.5,1,1,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,1,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,1,1,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,1,1,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,1,1,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,1,1,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,2,5,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,2,5,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,2,5,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,2,5,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,2,5,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,2,5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,3,3,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,3,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,3,3,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,3,3,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,3,3,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,3,3,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,4,2,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,4,2,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,4,2,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,4,2,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,4,2,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,4,2,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,5,4,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,5,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,5,4,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,5,4,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,5,4,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,5,4,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,6,6,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,6,6,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,6,6,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,6,6,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,6,6,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,6,6,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,7,2,1,0,-1.2,0,1,1,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,7,2,2,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,7,2,3,0,-1.2,1,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,7,2,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,7,2,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,7,2,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,8,1,1,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,8,1,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,8,1,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,8,1,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,8,1,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,8,1,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,9,5,1,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0, F,Senior,Math
,,,,,,,,,,,9,5,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,9,5,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,9,5,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,9,5,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,9,5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,10,6,1,0,-2.1,0,0,0,0,0,1,0,0,1,0,0,1, F,Senior,Math
,,,,,,,,,,,10,6,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,10,6,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,10,6,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,10,6,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,10,6,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,11,3,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,11,3,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,11,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,11,3,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,M,Junior,Hum
,,,,,,,,,,,11,3,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,F,Freshman,Soc
,,,,,,,,,,,11,3,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,12,4,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,12,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,12,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,12,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,12,4,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,12,4,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,13,2,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,13,2,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,13,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,13,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,13,2,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,13,2,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,14,3,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,14,3,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,14,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,14,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,14,3,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,14,3,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,15,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,15,1,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,15,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,15,1,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,15,1,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,15,1,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,16,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,16,5,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,16,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,16,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,16,5,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,16,5,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,17,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,17,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,17,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,17,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,17,4,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,17,4,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,18,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,18,6,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,18,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,18,6,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,18,6,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,18,6,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,19,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,19,1,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,19,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,19,1,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,19,1,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,19,1,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,20,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,20,6,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,20,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,20,6,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,20,6,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,20,6,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,21,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,21,3,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,21,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,21,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,21,3,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,21,3,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,22,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,22,5,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,22,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,22,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,22,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,22,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,23,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,23,4,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,23,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,23,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,23,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,23,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,24,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,24,2,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,24,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,24,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,24,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,24,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,25,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,25,5,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,25,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,25,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,25,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,25,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,26,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,26,2,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,26,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,26,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,26,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,26,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,27,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,27,3,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,27,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,27,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,27,3,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,27,3,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,28,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,28,4,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,28,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,28,4,4,0,-2.1,0,1,0,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,28,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,28,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,29,1,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1, F,Senior,Math
,,,,,,,,,,,29,1,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,29,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,29,1,4,0,-5.3,0,1,0,0,1,0,1,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,29,1,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,29,1,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,30,6,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1, F,Senior,Math
,,,,,,,,,,,30,6,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,30,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,30,6,4,0,-5.3,0,1,0,0,1,0,1,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,30,6,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,30,6,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,31,4,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1, F,Senior,Math
,,,,,,,,,,,31,4,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,31,4,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,31,4,4,0,-8.8,0,1,1,0,1,0,1,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,31,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,31,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,32,3,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1, F,Senior,Math
,,,,,,,,,,,32,3,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,32,3,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,32,3,4,0,-8.8,0,1,1,0,1,0,1,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,32,3,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,32,3,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,33,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,33,1,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,33,1,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,33,1,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,33,1,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,33,1,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,34,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,34,2,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,34,2,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,34,2,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,34,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,34,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,35,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,35,5,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,35,5,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,35,5,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,35,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,35,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,36,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,36,6,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,36,6,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,36,6,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,36,6,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,36,6,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,37,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,37,5,2,0,-2.9,0,0,1,1,1,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,37,5,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,37,5,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,37,5,5,0,-3.5,0,1,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,37,5,6,0,-1.5,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,38,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,38,2,2,0,-2.9,0,0,1,1,1,1,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,38,2,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,38,2,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,38,2,5,0,-3.5,0,1,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,38,2,6,0,-1.5,0,1,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,39,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,39,6,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,39,6,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
,,,,,,,,,,,39,6,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0,M,Junior,Hum
,,,,,,,,,,,39,6,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0,F,Freshman,Soc
,,,,,,,,,,,39,6,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0,F,Freshman,other
,,,,,,,,,,,40,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1, F,Senior,Math
,,,,,,,,,,,40,4,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0,M,Junior,Engi
,,,,,,,,,,,40,4,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,M,Senior,Hum
