ExperimentNumber,NumberOfNodes,TrainingPeriods,PreShockRounds,TieBenefit,TriangleBenefit,SpilloverBenefit,PreShockCost,PostShockCost,NumberNodesShocked,PointsMultiplier,Period,ActivePlayer,PlayerName,Shocked,Profit,PlayerConnectedToLayer-1_Node1,PlayerConnectedToLayer-1_Node2,PlayerConnectedToLayer-1_Node3,PlayerConnectedToLayer-1_Node4,PlayerConnectedToLayer-1_Node5,PlayerConnectedToLayer-1_Node6,PlayerConnectedToLayer-2_Node1,PlayerConnectedToLayer-2_Node2,PlayerConnectedToLayer-2_Node3,PlayerConnectedToLayer-2_Node4,PlayerConnectedToLayer-2_Node5,PlayerConnectedToLayer-2_Node6
1,6,2,12,1.0,0.9,0.3,0.6,0.6,0,0.5,1,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,1,1,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,1,1,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,1,1,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,1,1,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,1,1,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,2,5,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,2,5,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,2,5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,2,5,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,2,5,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,2,5,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,3,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,3,3,3,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,3,3,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,3,3,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,3,3,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,3,3,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,4,2,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,4,2,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,4,2,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,4,2,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,4,2,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,4,2,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,5,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,5,4,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,5,4,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,5,4,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,5,4,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,5,4,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,6,6,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,6,6,3,0,-2.1,1,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,6,6,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,6,6,1,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,6,6,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,6,6,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,7,2,2,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,7,2,3,0,-1.2,1,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,7,2,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,7,2,1,0,-1.2,0,1,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,7,2,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,7,2,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,8,1,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,8,1,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,8,1,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,8,1,1,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,8,1,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,8,1,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,9,5,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,9,5,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,9,5,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,9,5,1,0,0.4,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,9,5,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,9,5,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,10,6,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,10,6,3,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,10,6,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,10,6,1,0,-2.1,0,0,0,0,0,1,0,0,1,0,0,1
,,,,,,,,,,,10,6,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,10,6,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,11,3,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,11,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,11,3,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,11,3,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,,,,,11,3,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,,,,11,3,5,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,12,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,12,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,12,4,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,12,4,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,,,,,12,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,12,4,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,13,2,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,13,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,13,2,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,13,2,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,,,,,13,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,13,2,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,14,3,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,14,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,14,3,6,0,-0.1,1,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,14,3,1,0,-0.1,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,,,,,14,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,14,3,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,15,1,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,15,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,15,1,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,15,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,15,1,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,15,1,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,16,5,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,16,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,16,5,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,16,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,16,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,16,5,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,17,4,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,17,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,17,4,6,0,0.4,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,17,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,17,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,17,4,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,18,6,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,18,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,18,6,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,18,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,18,6,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,18,6,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,19,1,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,19,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,19,1,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,19,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,19,1,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,19,1,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,20,6,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,20,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,20,6,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,20,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,20,6,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,20,6,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,21,3,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,21,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,21,3,6,0,-0.4,0,1,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,,21,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,21,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,21,3,5,0,-0.1,0,0,0,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,22,5,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,22,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,22,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,22,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,22,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,22,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,23,4,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,23,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,23,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,23,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,23,4,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,23,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,24,2,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,24,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,24,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,24,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,24,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,24,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,25,5,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,25,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,25,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,25,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,25,5,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,25,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,26,2,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,26,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,26,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,26,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,26,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,26,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,27,3,2,0,-0.4,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,27,3,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,27,3,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,27,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,27,3,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,27,3,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,28,4,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,28,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,28,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,28,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,28,4,4,0,-2.1,0,1,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,28,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,29,1,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,29,1,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,29,1,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,29,1,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,,,,29,1,4,0,-5.3,0,1,0,0,1,0,1,0,0,0,1,0
,,,,,,,,,,,29,1,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,30,6,2,0,-2.4,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,30,6,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,30,6,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,30,6,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,,,,30,6,4,0,-5.3,0,1,0,0,1,0,1,0,0,0,1,0
,,,,,,,,,,,30,6,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,31,4,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,31,4,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,31,4,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,31,4,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,,,,31,4,4,0,-8.8,0,1,1,0,1,0,1,0,0,0,1,0
,,,,,,,,,,,31,4,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,32,3,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,32,3,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,32,3,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,32,3,1,0,-0.4,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,,,,32,3,4,0,-8.8,0,1,1,0,1,0,1,0,0,0,1,0
,,,,,,,,,,,32,3,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,33,1,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,33,1,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,33,1,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,33,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,33,1,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,33,1,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,34,2,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,34,2,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,34,2,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,34,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,34,2,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,34,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,35,5,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,35,5,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,35,5,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,35,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,35,5,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,35,5,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,36,6,2,0,-1.5,0,0,1,1,0,1,0,0,0,0,0,0
,,,,,,,,,,,36,6,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,36,6,6,0,-2.4,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,36,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,36,6,4,0,-4.4,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,36,6,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,37,5,2,0,-2.9,0,0,1,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,37,5,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,37,5,6,0,-1.5,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,37,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,37,5,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,37,5,5,0,-3.5,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,38,2,2,0,-2.9,0,0,1,1,1,1,0,0,0,0,0,0
,,,,,,,,,,,38,2,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,38,2,6,0,-1.5,0,1,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,38,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,38,2,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,38,2,5,0,-3.5,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,39,6,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,39,6,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,39,6,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,39,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,39,6,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,39,6,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,40,4,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,40,4,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,40,4,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,40,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,40,4,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,40,4,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,41,1,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,41,1,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,41,1,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,41,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,41,1,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,41,1,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,42,3,2,0,-0.6,0,0,1,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,42,3,3,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,42,3,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,42,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,42,3,4,0,-3.5,0,1,1,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,42,3,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,43,4,2,0,-1.5,0,0,1,1,1,0,0,0,0,0,0,0
,,,,,,,,,,,43,4,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,43,4,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,43,4,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,43,4,4,0,-1.2,0,1,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,43,4,5,0,-4.4,0,1,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,44,2,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,44,2,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,44,2,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,44,2,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,44,2,4,0,-0.1,0,0,0,0,1,0,0,0,0,0,1,0
,,,,,,,,,,,44,2,5,0,-2.1,0,0,0,1,0,1,0,0,0,1,0,0
,,,,,,,,,,,45,5,2,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,45,5,3,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,45,5,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,45,5,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,45,5,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,45,5,5,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,46,3,2,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,46,3,3,0,-2.1,0,1,0,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,46,3,6,0,-0.4,0,0,0,0,1,0,1,0,0,0,0,0
,,,,,,,,,,,46,3,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,46,3,4,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,46,3,5,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,47,6,2,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,47,6,3,0,-2.1,0,1,0,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,47,6,6,0,-2.4,0,0,0,0,1,0,1,0,0,1,0,0
,,,,,,,,,,,47,6,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,47,6,4,0,-0.4,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,47,6,5,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,48,1,2,0,-0.1,0,0,1,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,48,1,3,0,-2.1,0,1,0,1,0,0,0,1,0,0,0,0
,,,,,,,,,,,48,1,6,0,-2.4,0,0,0,0,1,0,1,0,0,1,0,0
,,,,,,,,,,,48,1,1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1
